filepath,title,year
"Documents/History and its sources_ an address read before the Long Island historical society at the annual meeting May 7th_ 1868_ by James Carson Brevoort ____   %1868.txt","History and its sources_ an address read before the Long Island historical society at the annual meeting May 7th_ 1868_ by James Carson Brevoort ____   ",1868
"Documents/History and political science_ necessary studies in free countries _ an inaugural address_ delivered on the seventeenth of February_ 1858 _ by Francis  %1858.txt","History and political science_ necessary studies in free countries _ an inaugural address_ delivered on the seventeenth of February_ 1858 _ by Francis  ",1858
"Documents/History and Theory 1964 - 1965_ Vol 4 Table of Contents   %1964.txt","History and Theory 1964 - 1965_ Vol 4 Table of Contents   ",1964
"Documents/History and Theory 1974_ Vol 13 Table of Contents   %1974.txt","History and Theory 1974_ Vol 13 Table of Contents   ",1974
"Documents/History for ready reference from the best historians_ biographers_ and specialists _ their own words in a complete system of history for all uses_ ext  %1895.txt","History for ready reference from the best historians_ biographers_ and specialists _ their own words in a complete system of history for all uses_ ext  ",1895
"Documents/History of Brunswick_ Topsham_ and Harpswell_ Maine_ including the ancient territory known as Pejepscot_ By George Augustus Wheeler_ M_ D__ and Henry   %1878.txt","History of Brunswick_ Topsham_ and Harpswell_ Maine_ including the ancient territory known as Pejepscot_ By George Augustus Wheeler_ M_ D__ and Henry   ",1878
"Documents/History of child saving in the United States; National Conference of Charities and Corrections 1893-06   %1893.txt","History of child saving in the United States; National Conference of Charities and Corrections 1893-06   ",1893
"Documents/History of civilization in England _ by Henry Thomas Buckle_  _   %1858.txt","History of civilization in England _ by Henry Thomas Buckle_  _   ",1858
"Documents/History of Davidson County_ Tennessee_ with illustrations and biographical sketches of its prominent men and pioneers_ By Prof_ W_ W_ Clayton_  c_1_   %1880.txt","History of Davidson County_ Tennessee_ with illustrations and biographical sketches of its prominent men and pioneers_ By Prof_ W_ W_ Clayton_  c_1_   ",1880
"Documents/History of Eastham_ Wellfleet and Orleans_ Barnstable Co__ Mass from 1644-1844_  _   %1844.txt","History of Eastham_ Wellfleet and Orleans_ Barnstable Co__ Mass from 1644-1844_  _   ",1844
"Documents/History of Education 1992_ Vol 21 Index   %1992.txt","History of Education 1992_ Vol 21 Index   ",1992
"Documents/History of Education Quarterly 1970_ Vol 10 Index   %1970.txt","History of Education Quarterly 1970_ Vol 10 Index   ",1970
"Documents/History of Egypt till A_D_640_  v_1_   %1870.txt","History of Egypt till A_D_640_  v_1_   ",1870
"Documents/History of Egypt till A_D_640_  _   %1846.txt","History of Egypt till A_D_640_  _   ",1846
"Documents/History of England_  _   %1861.txt","History of England_  _   ",1861
"Documents/History of Gibson County Indiana   %1897.txt","History of Gibson County Indiana   ",1897
"Documents/History of modern Europe_ with a view to the progress of society_ from the rise of the modern kingdoms to the peace of Paris_ in 1763_  v_1_   %1852.txt","History of modern Europe_ with a view to the progress of society_ from the rise of the modern kingdoms to the peace of Paris_ in 1763_  v_1_   ",1852
"Documents/History of New York City from the discovery to the present day   %1872.txt","History of New York City from the discovery to the present day   ",1872
"Documents/History of Nova Scotia for schools _ by DuncanCampbell_  _   %1874.txt","History of Nova Scotia for schools _ by DuncanCampbell_  _   ",1874
"Documents/History of Religions 1965 - 1966_ Vol 5 Index   %1965.txt","History of Religions 1965 - 1966_ Vol 5 Index   ",1965
"Documents/History of Religions 1983 - 1984_ Vol 23 Index   %1983.txt","History of Religions 1983 - 1984_ Vol 23 Index   ",1983
"Documents/History of Religions 1997 - 1998_ Vol 37 Index   %1997.txt","History of Religions 1997 - 1998_ Vol 37 Index   ",1997
"Documents/History of Switzerland_ With a continuation to the year 1848 by Emil Zschokke_ Trans_ by F_Shaw_  _   %1860.txt","History of Switzerland_ With a continuation to the year 1848 by Emil Zschokke_ Trans_ by F_Shaw_  _   ",1860
"Documents/History of the American colony in Liberia _ from December 1821 to 1823   %1826.txt","History of the American colony in Liberia _ from December 1821 to 1823   ",1826
"Documents/History of the Anglo-Saxons_  v_1_   %1840.txt","History of the Anglo-Saxons_  v_1_   ",1840
"Documents/History of the City of New York   %1853.txt","History of the City of New York   ",1853
"Documents/History of the Irish people_  v_2_   %1883.txt","History of the Irish people_  v_2_   ",1883
"Documents/History of the siege of Chester_ during the civil wars in the time of King Charles I_ 1800   %1800.txt","History of the siege of Chester_ during the civil wars in the time of King Charles I_ 1800   ",1800
"Documents/History of the United States_ colonial period to the Civil War   %1941.txt","History of the United States_ colonial period to the Civil War   ",1941
"Documents/History of the United States_ from the discovery of the American continent_  v_1_   %1839.txt","History of the United States_ from the discovery of the American continent_  v_1_   ",1839
"Documents/History of the United States_ from the discovery of the American continent_ Vol_ I_-IX__  v_3_   %1856.txt","History of the United States_ from the discovery of the American continent_ Vol_ I_-IX__  v_3_   ",1856
"Documents/History of the Upper Country of S_ Carolina to the Close of the War of Independence_ Vol_ I__  v_1_   %1859.txt","History of the Upper Country of S_ Carolina to the Close of the War of Independence_ Vol_ I__  v_1_   ",1859
"Documents/History of Wales_  _   %1859.txt","History of Wales_  _   ",1859
"Documents/History of Washington County and the St_ Croix Valley Including the Explorers and Pioneers of Minnesota   %1881.txt","History of Washington County and the St_ Croix Valley Including the Explorers and Pioneers of Minnesota   ",1881
"Documents/History Reviews of New Books 1975 - 1976_ Vol 4 Index   %1975.txt","History Reviews of New Books 1975 - 1976_ Vol 4 Index   ",1975
"Documents/History Reviews of New Books 2002 - 2003_ Vol 31 Index   %2002.txt","History Reviews of New Books 2002 - 2003_ Vol 31 Index   ",2002
"Documents/History Today 1951-08_ Vol 1 Iss 8   %1951.txt","History Today 1951-08_ Vol 1 Iss 8   ",1951
"Documents/History Today 1952-04_ Vol 2 Iss 4   %1952.txt","History Today 1952-04_ Vol 2 Iss 4   ",1952
"Documents/History Today 1952-05_ Vol 2 Iss 5   %1952.txt","History Today 1952-05_ Vol 2 Iss 5   ",1952
"Documents/History Today 1953-05_ Vol 3 Iss 5   %1953.txt","History Today 1953-05_ Vol 3 Iss 5   ",1953
"Documents/History Today 1955-02_ Vol 5 Iss 2   %1955.txt","History Today 1955-02_ Vol 5 Iss 2   ",1955
"Documents/History Today 1956-06_ Vol 6 Iss 6   %1956.txt","History Today 1956-06_ Vol 6 Iss 6   ",1956
"Documents/History Today 1957-10_ Vol 7 Iss 10   %1957.txt","History Today 1957-10_ Vol 7 Iss 10   ",1957
"Documents/History Today 1958-03_ Vol 8 Iss 3   %1958.txt","History Today 1958-03_ Vol 8 Iss 3   ",1958
"Documents/History Today 1959-03_ Vol 9 Iss 3   %1959.txt","History Today 1959-03_ Vol 9 Iss 3   ",1959
"Documents/History Today 1959-11_ Vol 9 Iss 11   %1959.txt","History Today 1959-11_ Vol 9 Iss 11   ",1959
"Documents/History Today 1960-11_ Vol 10 Iss 11   %1960.txt","History Today 1960-11_ Vol 10 Iss 11   ",1960
"Documents/History _ philosophically illustrated_ from the fall of the Roman empire_ to the French revolution_  v_1_   %1848.txt","History _ philosophically illustrated_ from the fall of the Roman empire_ to the French revolution_  v_1_   ",1848
"Documents/History_ a lecture delivered before the Dublin Young Men's Christian Association in connexion with the United Church of England and Ireland in the Met  %1862.txt","History_ a lecture delivered before the Dublin Young Men's Christian Association in connexion with the United Church of England and Ireland in the Met  ",1862
"Documents/History_ philosophically illustrated _ from the fall of the Roman Empire_ to the French Revolution _ by George Miller_  v_1_   %1832.txt","History_ philosophically illustrated _ from the fall of the Roman Empire_ to the French Revolution _ by George Miller_  v_1_   ",1832
"Documents/History_ philosophically illustrated_ from the fall of the Roman Empire_ to the French Revolution_ By George Miller_  v_1_   %1849.txt","History_ philosophically illustrated_ from the fall of the Roman Empire_ to the French Revolution_ By George Miller_  v_1_   ",1849
"Documents/History_ philosophically illustrated_ from the fall of the Roman Empire_ to the French Revolution_ By George Miller_  v_1_   %1852.txt","History_ philosophically illustrated_ from the fall of the Roman Empire_ to the French Revolution_ By George Miller_  v_1_   ",1852
"Documents/Hochelaga depicta _ the early history and present state of the city and island of Montreal _ edited by Newton Bosworth ; with numerous illustrated eng  %1839.txt","Hochelaga depicta _ the early history and present state of the city and island of Montreal _ edited by Newton Bosworth ; with numerous illustrated eng  ",1839
"Documents/Hong Kong Daily Press 1865-12-21   %1865.txt","Hong Kong Daily Press 1865-12-21   ",1865
"Documents/Hong Kong Daily Press 1873-01-21   %1873.txt","Hong Kong Daily Press 1873-01-21   ",1873
"Documents/Hong Kong Daily Press 1874-03-31   %1874.txt","Hong Kong Daily Press 1874-03-31   ",1874
"Documents/Hong Kong Daily Press 1874-10-19   %1874.txt","Hong Kong Daily Press 1874-10-19   ",1874
"Documents/Hong Kong Daily Press 1875-03-09   %1875.txt","Hong Kong Daily Press 1875-03-09   ",1875
"Documents/Hong Kong Daily Press 1875-09-29   %1875.txt","Hong Kong Daily Press 1875-09-29   ",1875
"Documents/Hong Kong Daily Press 1876-01-07   %1876.txt","Hong Kong Daily Press 1876-01-07   ",1876
"Documents/Hong Kong Daily Press 1876-07-28   %1876.txt","Hong Kong Daily Press 1876-07-28   ",1876
"Documents/Hong Kong Daily Press 1876-10-21   %1876.txt","Hong Kong Daily Press 1876-10-21   ",1876
"Documents/Hong Kong Daily Press 1877-10-03   %1877.txt","Hong Kong Daily Press 1877-10-03   ",1877
"Documents/Hong Kong Daily Press 1878-10-08   %1878.txt","Hong Kong Daily Press 1878-10-08   ",1878
"Documents/Hong Kong Daily Press 1882-11-09   %1882.txt","Hong Kong Daily Press 1882-11-09   ",1882
"Documents/Hong Kong Daily Press 1883-03-28   %1883.txt","Hong Kong Daily Press 1883-03-28   ",1883
"Documents/Hong Kong Daily Press 1884-03-14   %1884.txt","Hong Kong Daily Press 1884-03-14   ",1884
"Documents/Hong Kong Daily Press 1889-01-01   %1889.txt","Hong Kong Daily Press 1889-01-01   ",1889
"Documents/Hong Kong Daily Press 1890-07-16   %1890.txt","Hong Kong Daily Press 1890-07-16   ",1890
"Documents/Hong Kong Daily Press 1893-12-30   %1893.txt","Hong Kong Daily Press 1893-12-30   ",1893
"Documents/Hong Kong Daily Press 1895-01-24   %1895.txt","Hong Kong Daily Press 1895-01-24   ",1895
"Documents/Hong Kong Daily Press 1903-05-16   %1903.txt","Hong Kong Daily Press 1903-05-16   ",1903
"Documents/Hong Kong Daily Press 1907-10-10   %1907.txt","Hong Kong Daily Press 1907-10-10   ",1907
"Documents/Hong Kong Daily Press 1908-01-01   %1908.txt","Hong Kong Daily Press 1908-01-01   ",1908
"Documents/Hong Kong Daily Press 1908-10-21   %1908.txt","Hong Kong Daily Press 1908-10-21   ",1908
"Documents/Hong Kong Daily Press 1911-06-01   %1911.txt","Hong Kong Daily Press 1911-06-01   ",1911
"Documents/Hong Kong Daily Press 1916-06-30   %1916.txt","Hong Kong Daily Press 1916-06-30   ",1916
"Documents/Hong Kong Daily Press 1917-02-05   %1917.txt","Hong Kong Daily Press 1917-02-05   ",1917
"Documents/Hong Kong Daily Press 1917-08-29   %1917.txt","Hong Kong Daily Press 1917-08-29   ",1917
"Documents/Hong Kong Daily Press 1918-09-09   %1918.txt","Hong Kong Daily Press 1918-09-09   ",1918
"Documents/Hong Kong Daily Press 1918-11-28   %1918.txt","Hong Kong Daily Press 1918-11-28   ",1918
"Documents/Hong Kong Daily Press 1918-12-18   %1918.txt","Hong Kong Daily Press 1918-12-18   ",1918
"Documents/Hong Kong Daily Press 1920-10-07   %1920.txt","Hong Kong Daily Press 1920-10-07   ",1920
"Documents/Hong Kong Daily Press 1921-06-07   %1921.txt","Hong Kong Daily Press 1921-06-07   ",1921
"Documents/Hong Kong Daily Press 1921-12-16   %1921.txt","Hong Kong Daily Press 1921-12-16   ",1921
"Documents/Hong Kong Daily Press 1924-01-24   %1924.txt","Hong Kong Daily Press 1924-01-24   ",1924
"Documents/Hong Kong Daily Press 1924-10-23   %1924.txt","Hong Kong Daily Press 1924-10-23   ",1924
"Documents/Hong Kong Daily Press 1925-01-16   %1925.txt","Hong Kong Daily Press 1925-01-16   ",1925
